organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S52414,"DRS SEMPLE,FINNEY AND DATTA",CARDONALD MEDICAL CENTRE,1831 PAISLEY ROAD WEST,,GLASGOW,LANARKSHIRE,G52 3SS,20140401,,0141 826 254,4
S54980,MEDIC-CALL,1407 POLLOCKSHAWS ROAD,,,GLASGOW,LANARKSHIRE,G41 3RG,20020501,,0141 636 005,0
S54994,G.E.M.S.,SIEMENS BUSINESS CENTRE,BOYDSTONE ROAD,COWGLEN,GLASGOW,LANARKSHIRE,G58 1SB,19900401,,0141 616 620,0
S55003,"THURSO,HALKIRK MEDICAL PRACTICE",69 PRINCES STREET,,,THURSO,CAITHNESS,KW14 7DH,19901009,,01847 895986,4
S55037,RIVERBANK SURGERY,JANET STREET,,,THURSO,CAITHNESS,KW14 7AR,19980501,,01847 892009,4
S55041,NAIRN HEALTHCARE GROUP,"NAIRN TOWN,COUNTY HOSPITAL",CAWDOR ROAD,,NAIRN,MORAYSHIRE,IV12 5EE,20120401,,01667 452096,4
S55075,DUNBEATH SURGERY,ACHORN ROAD,,,DUNBEATH,CAITHNESS,KW6 6EZ,19690701,,01593 731205,4
S55080,"CANISBAY,CASTLETOWN JOINT MEDICAL PRACTICE",MURRAYFIELD,CASTLETOWN,,THURSO,CAITHNESS,KW14 8TY,20040901,,01847 821205,4
S55094,LYBSTER MEDICAL CENTRE,ALTHORPE STREET,,,LYBSTER,CAITHNESS,KW3 6BQ,19831001,,01593 721216,0
S55131,RIVERVIEW MEDICAL PRACTICE,WICK MEDICAL CENTRE,MARTHA TERRACE,,WICK,CAITHNESS,KW1 5EL,19751201,,01955 602355,4
S55145,THE PEARSON PRACTICE,WICK MEDICAL CENTRE,MARTHA TERRACE,,WICK,CAITHNESS,KW1 5EL,19900401,,01955 605885,4
S55215,DURNESS MEDICAL PRACTICE,THE SURGERY,DURINE,DURNESS,LAIRG,SUTHERLAND,IV27 4PN,19900401,,01971 511273,4
S55220,GOLSPIE MEDICAL PRACTICE,GOLSPIE HEALTH CENTRE,FOUNTAIN ROAD,,GOLSPIE,SUTHERLAND,KW10 6TH,19900401,,01408 633221,4
S55249,LAIRG HEALTH CENTRE,MAIN STREET,,,LAIRG,SUTHERLAND,IV27 4DD,19830701,,01549 402007,4
S55253,ASSYNT MEDICAL PRACTICE,6 MAIN STREET,LOCHINVER,,LAIRG,SUTHERLAND,IV27 4JZ,19630801,,01571 844226,4
S55268,SCOURIE AND KINLOCHBERVIE MED. PRACTICE,HEALTH CENTRE,KINLOCHBERVIE,,LAIRG,SUTHERLAND,IV27 4RP,19900301,,01971 502002,0
S55272,TONGUE MEDICAL PRACTICE,TONGUE HEALTH CENTRE,ST. ANDREWS GLEBE,TONGUE,LAIRG,SUTHERLAND,IV27 4XB,19900401,,01847 611213,4
S55287,HELMSDALE/BRORA MED PRACTICE,BRORA HEALTH CENTRE,STATION SQUARE,,BRORA,SUTHERLAND,KW9 6QJ,20010901,,01431 821225,4
S55291,CREICH SURGERY,CHERRY GROVE,BONAR BRIDGE,,ARDGAY,SUTHERLAND,IV24 3EP,20021201,,01863 766379,4
S55338,ALNESS/INVERGORDON MED PRCTE,ROBERTSON HEALTH CENTRE,DALMORE ROAD,,ALNESS,ROSS-SHIRE,IV17 0UN,19740501,,01349 882229,4
S55342,APPLECROSS,THE SURGERY,CAMUSTERRACH,APPLECROSS,STRATHCARRON,ROSS-SHIRE,IV54 8LU,19931213,,01520 744252,4
S55357,AULTBEA/GAIRLOCH MED PRACTICE,BIRCHBURN SURGERY,BIRCHBURN,AULTBEA,ACHNASHEEN,ROSS-SHIRE,IV22 2HU,19900401,,01445 731221,4
S55361,CROMARTY MEDICAL PRACTICE,ALLAN SQUARE,,,CROMARTY,ROSS-SHIRE,IV11 8YF,19900401,,01381 600224,4
S55376,DINGWALL MEDICAL GROUP,DINGWALL HEALTH CENTRE,FERRY ROAD,,DINGWALL,ROSS-SHIRE,IV15 9QS,19770101,,01349 863034,4
S55381,FORTROSE MEDICAL PRACTICE,STATION ROAD,,,FORTROSE,ROSS-SHIRE,IV10 8SY,19730201,,0844 477 249,4
S55395,LOCHCARRON MEDICAL PARTNERSHIP,THE FERGUSON MEDICAL CENTRE,LOCHCARRON,,STRATHCARRON,ROSS-SHIRE,IV54 8YD,19850801,,01520 722215,4
S55408,MUNLOCHY MEDICAL PRACTICE,THE SURGERY,BRAE TERRACE,,MUNLOCHY,ROSS-SHIRE,IV8 8NG,19821001,,01463 811200,4
S55412,STRATHPEFFER MEDICAL PRACTICE,SCHOOL ROAD,,,STRATHPEFFER,ROSS-SHIRE,IV14 9AG,19800811,,01997 421455,4
S55427,"TAIN,DISTRICT MED PRACTICE",THE HEALTH CENTRE,SCOTSBURN ROAD,,TAIN,ROSS-SHIRE,IV19 1PR,19810801,,01862 892203,4
S55431,"TAIN,FEARN AREA MED PRACTICE",TAIN HEALTH CENTRE,SCOTSBURN ROAD,,TAIN,ROSS-SHIRE,IV19 1PR,19790820,,01862 892759,4
S55446,TORRIDON MEDICAL PRACTICE,FASSAIG,TORRIDON,,ACHNASHEEN,ROSS-SHIRE,IV22 2EZ,19861201,,01445 791223,0
S55451,ULLAPOOL HEALTH CENTRE,NORTH ROAD,,,ULLAPOOL,ROSS-SHIRE,IV26 2XL,19770901,,01854 612015,4
S55516,BROADFORD MEDICAL CENTRE,HIGH ROAD,,,BROADFORD,ISLE OF SKYE,IV49 9AA,19700801,,01471 822460,0
S55521,CARBOST MEDICAL PRACTICE,THE SURGERY,,,CARBOST,ISLE OF SKYE,IV47 8ST,19861001,,01478 640202,0
S55535,DUNVEGAN MEDICAL PRACTICE,DUNVEGAN HEALTH CENTRE,,,DUNVEGAN,ISLE OF SKYE,IV55 8GU,19900401,,01470 521203,4
S55540,SLEAT MEDICAL PRACTICE,FERRINDONALD,,,TEANGUE,ISLE OF SKYE,IV44 8RF,19770901,,01471 844283,0
S55554,GLENELG HEALTH CENTRE,ALLT RUADH,GLENELG,,KYLE,ROSS-SHIRE,IV40 8JD,19870401,,01599 522272,0
S55569,KYLE MEDICAL PRACTICE,LOCHALSH HEALTHCARE CENTRE,STATION ROAD,,KYLE,ROSS-SHIRE,IV40 8AE,19810901,,01599 534257,4
S55573,PORTREE MEDICAL PRACTICE,PORTREE MEDICAL CENTRE,,,PORTREE,ISLE OF SKYE,IV51 9BZ,19840813,,01478 612013,4
S55588,ARISAIG MEDICAL PRACTICE,RHU ROAD,,,ARISAIG,INVERNESS-SHIRE,PH39 4NU,19890301,20080131,01687 450258,4
S55592,BALLACHULISH MEDICAL PRACTICE,EAST LAROCH,LOAN FERN,,BALLACHULISH,ARGYLL,PH49 4JB,19771101,20061130,01855 811226,4
S55605,CRAIG NEVIS SURGERY - FORT WILLIAM,CRAIG NEVIS SURGERY,FORT WILLIAM HEALTH CENTRE,CAMAGHAEL,FORT WILLIAM,INVERNESS-SHIRE,PH33 7AQ,19800812,,01397 702947,4
S55610,GLEN MOR MEDICAL PRACTICE - FORT WILLIAM,GLEN MOR MEDICAL PRACTICE,FORT WILLIAM HEALTH CENTRE,CAMAGHAEL,FORT WILLIAM,INVERNESS-SHIRE,PH33 7AQ,19750801,,01397 703773,4
S55624,TWEEDDALE MEDICAL PRACTICE - FORT WILLIAM,TWEEDDALE MEDICAL PRACTICE,FORT WILLIAM HEALTH CENTRE,CAMAGHAEL,FORT WILLIAM,INVERNESS-SHIRE,PH33 7AQ,19800801,,01397 703136,4
S55639,KINLOCHLEVEN MEDICAL PRACTICE,KEARAN ROAD,,,KINLOCHLEVEN,ARGYLL,PH50 4QU,19781211,,01855 831225,4
S55643,LOCHALINE MEDICAL PRACTICE,MORVERN MEDICAL CENTRE,LOCHALINE,MORVERN,OBAN,ARGYLL,PA80 5XT,19900401,,01967 421252,4
S80541,KIRKHALL SURGERY,4 ALEXANDRA AVENUE,,,PRESTWICK,AYRSHIRE,KA9 1AW,19810901,,01292 476626,4
S55658,MALLAIG MEDICAL PRACTICE,MALLAIG HEALTH CENTRE,VICTORIA ROAD,,MALLAIG,INVERNESS-SHIRE,PH41 4RN,19900401,20080131,01687 462202,4
S55662,ACHARACLE MEDICAL PRACTICE,THE PINES MEDICAL CENTRE,,,ACHARACLE,ARGYLL,PH36 4JU,19771001,,01967 431231,4
S55677,SMALL ISLES MEDICAL PRACTICE - ISLE OF EIGG,SMALL ISLES MEDICAL PRACTICE,,,GRIANAN,ISLE OF EIGG,PH42 4RL,19511001,,01687 482427,4
S55681,ARDERSIER MEDICAL PRACTICE,142 MANSE ROAD,ARDERSIER,,INVERNESS,INVERNESS-SHIRE,IV2 7SR,19900401,20120331,01667 462240,4
S55696,THE AIRD MEDICAL PRACTICE - BEAULY,THE AIRD MEDICAL PRACTICE,FERRY ROAD,,BEAULY,INVERNESS-SHIRE,IV4 7EA,19840415,,01463 782214,4
S55709,CROYARD ROAD - BEAULY,THE SURGERY,CROYARD ROAD,,BEAULY,INVERNESS-SHIRE,IV4 7DT,19831001,,01463 782794,4
S55728,DRUMNADROCHIT MEDICAL PRACTICE,BALMACAAN ROAD,DRUMNADROCHIT,,INVERNESS,INVERNESS-SHIRE,IV63 6UR,19900401,,01456 450577,0
S55732,CILL CHUIMEIN MEDICAL CENTRE - FORT AUGUSTUS,CILL CHUIMEIN MEDICAL CENTRE,,,FORT AUGUSTUS,INVERNESS-SHIRE,PH32 4BH,19850801,,01320 366216,4
S55747,LOCH NESS EAST AND STRATHNAIRN - FOYERS,FOYERS MEDICAL PRACTICE,FOYERS,,INVERNESS,INVERNESS-SHIRE,IV2 6YB,19601001,,01456 486224,4
S55751,CULLODEN SURGERY,KEPPOCH ROAD,CULLODEN,,INVERNESS,INVERNESS-SHIRE,IV2 7LL,19920701,,01463 793400,4
S55766,CULLODEN MEDICAL PRACTICE,KEPPOCH ROAD,CULLODEN,,INVERNESS,INVERNESS-SHIRE,IV2 7LL,19920701,,01463 793777,4
S55802,ARDLARICH,15 CULDUTHEL ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 4AG,19700301,20050630,01463 712233,4
S55817,KINGSMILLS MEDICAL PRACTICE,18 SOUTHSIDE ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 3BG,19740801,,01463 235245,4
S55821,ARDLARICH,15 CULDUTHEL ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 4AG,19860815,20050630,01463 712233,4
S55836,FAIRFIELD MEDICAL PRACTICE,22A ABBAN STREET,,,INVERNESS,INVERNESS-SHIRE,IV3 8HH,19790401,,01463 713939,4
S55841,RIVERSIDE MEDICAL PRACTICE,RIVERSIDE MEDICAL CENTRE,BALLIFEARY LANE,NESS WALK,INVERNESS,INVERNESS-SHIRE,IV3 5PW,19880801,,01463 715999,4
S55855,ARDLARICH,15 CULDUTHEL ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 4AG,19840801,20070128,01463 712233,4
S55860,KINMYLIES MEDICAL PRACTICE,ASSYNT ROAD,,,INVERNESS,INVERNESS-SHIRE,IV3 8PB,19820226,,01463 239865,4
S55874,43 SOUTHSIDE ROAD,SOUTHSIDE ROAD SURGERY,43 SOUTHSIDE ROAD,,INVERNESS,INVERNESS-SHIRE,IV2 4XA,19800201,,01463 710222,4
S55889,BURNFIELD MEDICAL PRACTICE,HARRIS ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 3PF,19900401,,01463 220077,4
S55893,CROWN MEDICAL PRACTICE,12 CROWN AVENUE,,,INVERNESS,INVERNESS-SHIRE,IV2 3NF,19881220,,0844 576 997,4
S55906,LODGEHILL CLINIC,"NAIRN TOWN,COUNTY HOSPITAL",CAWDOR ROAD,,NAIRN,MORAYSHIRE,IV12 5EE,19741201,20120331,01667 452096,4
S55911,AVIEMORE MEDICAL PRACTICE,AVIEMORE HEALTH CENTRE,,,AVIEMORE,INVERNESS-SHIRE,PH22 1SY,19760401,,01479 810258,4
S55925,GRANTOWN ON SPEY HEALTH CENTRE,CASTLE ROAD EAST,,,GRANTOWN-ON-SPEY,MORAYSHIRE,PH26 3HR,19840706,,01479 872484,4
S55930,KINGUSSIE MEDICAL PRACTICE,OLD DISTILLERY SURGERY,GYNACK ROAD,ARDVONIE PARK,KINGUSSIE,INVERNESS-SHIRE,PH21 1ET,19900401,,01540 661 23,4
S55944,GERGASK SURGERY,LAGGAN,,,NEWTONMORE,INVERNESS-SHIRE,PH20 1AH,19900401,,01528 544225,4
S55997,HIGHLAND HOSPICE,NESS HOUSE,1 BISHOPS ROAD,,INVERNESS,INVERNESS-SHIRE,IV3 5SB,19990401,,,0
S56006,CAIRN MEDICAL PRACTICE,15 CULDUTHEL ROAD,,,INVERNESS,INVERNESS-SHIRE,IV2 4AG,20050701,,01463 712233,4
S56011,DUNEDIN MEDICAL PRACTICE,TEMPLE CRESCENT,,,INVERNESS,INVERNESS-SHIRE,IV2 4TP,20070129,,01463 712157,4
S56025,BALLACHULISH MEDICAL PRACTICE,EAST LAROCH,LOAN FERN,,BALLACHULISH,ARGYLL,PH49 4JB,20061201,,01855 811226,0
S56030,MALLAIG AND ARISAIG MEDICAL PRACTICE,MALLAIG HEALTH CENTRE,VICTORIA ROAD,,MALLAIG,INVERNESS-SHIRE,PH41 4RN,20080201,,01687 462202,4
S56504,MOD FORT GEORGE,FORT GEORGE MEDICAL CENTRE,FORT GEORGE,,INVERNESS,INVERNESS-SHIRE,IV2 7TE,20120521,,01349 869222,0
S58001,GP FOR GP'S,HIGHLANDER WAY,"INVERNESS BUSINESS,RETAIL PARK",,INVERNESS,INVERNESS-SHIRE,IV2 7GE,20030701,,,0
S59911,SOUTH EAST HIGHLAND CHP OOH,ALDER HOUSE,"CRADLEHALL BUSINESS PARK,WESTHILL",CAULFIELD ROAD NORTH,INVERNESS,INVERNESS-SHIRE,IV2 5GU,20041201,,,2
S59950,NORTH HIGHLAND CHP OOH,CAITHNESS GENERAL HOSPITAL,CLIFF ROAD,,WICK,CAITHNESS,KW1 5NS,20041201,,,2
S59998,MID HIGHLAND CHP OOH,LARACHAN HOUSE,9 DOCHCARTY ROAD,,DINGWALL,ROSS-SHIRE,IV15 9UG,20030801,,,2
S60001,ST ANDREW'S HOSPICE,HENDERSON STREET,,,AIRDRIE,LANARKSHIRE,ML6 6AF,19990401,,01236 766951,0
S60021,COMMUNITY PHARMACY VARENICLINE CLINIC,PHARMACY DEPARTMENT,"KIRKLANDS HOSPITAL,FALLSIDE ROAD",BOTHWELL,GLASGOW,LANARKSHIRE,G71 8BB,20110914,,01698 858315,0
S60035,LANARKSHIRE OPTOMETRIC PRESCRIBING,"PHARMACY DEPT,KIRKLANDS HOSPITAL",FALLSIDE ROAD,BOTHWELL,GLASGOW,LANARKSHIRE,G71 8BB,20131017,,01698 858149,0
S60040,IP PHARMACIST CONTRACEPTION CLINIC,NHS LANARKSHIRE SEXUAL HEALTH SRV,"KIRKLANDS HOSPITAL,FALLSIDE ROAD",BOTHWELL,GLASGOW,LANARKSHIRE,G71 8BB,20131209,,01698 858128,0
S60302,LANARKSHIRE FORENSIC MEDICAL SERVICE,"NHS LANARKSHIRE,KIRKLANDS",FALLSIDE ROAD,BOTHWELL,GLASGOW,LANARKSHIRE,G71 8BB,20140401,,01555 777480,0
S61038,CLARKSTON MEDICAL CENTRE,114 FORREST STREET,,,AIRDRIE,LANARKSHIRE,ML6 7AG,19880101,,01236 747611,4
S61057,DR BMK ZAMAN,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19890821,,01236 748900,4
S61061,ADAM AVENUE PRACTICE,"DR R CLEMENTS,PARTNERS",AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,AIRDRIE,LANARKSHIRE,ML6 6DB,19821001,,01236 763581,4
S61112,SOUTH NIMMO MEDICAL PRACTICE,C/O MAIN CLINIC,ADAM AVENUE,,AIRDRIE,LANARKSHIRE,ML6 6DN,19940620,20070930,01236 764722,4
S61127,"DR INSAUSTI,PARTNER",AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19980501,20120801,01236 768181,4
S61131,"DR JRM LOUGH,PARTNERS",AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19980501,,01236 748488,4
S61151,BANKHOUSE MEDICAL PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19990220,,01236 766983,4
S61170,DR D WALKER,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19990401,,01236 766446,4
S61184,WELLWYND PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,20071001,,01236 769333,4
S61216,CENTENARY SURGERY,9 CENTENARY GARDENS,,,COATBRIDGE,LANARKSHIRE,ML5 4BY,19880418,,01236 423355,4
S61240,"DRS FIFE,DOCHERTY,MCCRUM",COATBRIDGE HEALTH CENTRE,1 CENTRE PARK COURT,,COATBRIDGE,LANARKSHIRE,ML5 3AP,19721101,,01236 433300,4
S61254,"DR PD FLANIGAN,PARTNERS",7 CHURCH STREET,,,COATBRIDGE,LANARKSHIRE,ML5 3EB,19780401,20060531,01236 422678,4
S61288,BLAIRGROVE SURGERY,COATBRIDGE HEALTH CENTRE,1 CENTRE PARK COURT,,COATBRIDGE,LANARKSHIRE,ML5 3AP,19930111,,01236 421434,4
S61305,"DR PN NAHAR,PARTNERS",KILDRUM HEALTH CENTRE,AFTON ROAD,CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 2EU,19801001,,01236 721354,4
S61324,"DR U HANDA,PARTNERS",CONDORRAT HEALTH CENTRE,"16 AIRDRIE ROAD,CONDORRAT",CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 4DN,19771109,,01236 733221,4
S61339,CALEDONIA MEDICAL PRACTICE,NORTH CARBRAIN ROAD,TOWN CENTRE,CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 1BJ,19780301,,01236 731738,4
S61343,"DR CARROLL,PARTNERS",CENTRAL HEALTH CENTRE,NORTH CARBRAIN ROAD,CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 1BJ,19810801,,01236 737214,4
S61358,KENILWORTH MEDICAL CENTRE,KENILWORTH COURT,GREENFAULDS,CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 1BP,19730701,,01236 727816,4
S61377,"DR JS TWADDLE,PARTNERS",ABRONHILL HEALTH CENTRE,"PINE ROAD,ABRONHILL",CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 3BE,19920501,,01236 723223,4
S61381,DR DJ CLIFFORD,ABRONHILL HEALTH CENTRE,"PINE ROAD,ABRONHILL",CUMBERNAULD,GLASGOW,LANARKSHIRE,G67 3BE,19930501,,01236 727654,4
S61409,DR SS BAWA,8 CENTRE STREET,GLENBOIG,,COATBRIDGE,LANARKSHIRE,ML5 2RY,19850801,,01236 872617,4
S61428,DR CTW LEES,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,19990701,20120801,01236 759263,4
S61432,"DR J ATKINSON,PARTNERS",AIRDRIE HEALTH CENTRE,MONKSCOURT AVENUE,,AIRDRIE,LANARKSHIRE,ML6 0JS,20000105,20070930,01236 769333,4
S61447,WAVERLEY MEDICAL PRACTICE,COATBRIDGE HEALTH CENTRE,1 CENTRE PARK COURT,,COATBRIDGE,LANARKSHIRE,ML5 3AP,20010401,,01236 422311,4
S61451,COATBANK MEDICAL PRACTICE,COATBRIDGE HEALTH CENTRE,1 CENTRE PARK COURT,,COATBRIDGE,LANARKSHIRE,ML5 3AP,20020801,,01236 422950,4
S61466,ATRIUM MEDICAL PRACTICE,BUCHANAN CENTRE,126 MAIN STREET,,COATBRIDGE,LANARKSHIRE,ML5 3BJ,20020801,,01236 421211,4
S61471,"DR AA GLEN,PARTNER",THE MILLSTREAM PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,AIRDRIE,LANARKSHIRE,ML6 0DB,20050201,20130215,01236 768900,4
S61485,CHURCH STREET PRACTICE,BUCHANAN CENTRE,126-130 MAIN STREET,,COATBRIDGE,LANARKSHIRE,ML5 3BJ,20060601,,01236 422678,4
S61490,TOWN HOUSE PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,3RD FLOOR 88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,20120802,,01236 768 18,4
S61502,KILSYTH MEDICAL PARTNERSHIP,KILSYTH HEALTH CENTRE,BURNGREEN PARK,KILSYTH,GLASGOW,LANARKSHIRE,G65 0HU,19810201,,08444 772552,4
S61606,"DR S JARDINE,DR S KUMAR",MILLSTREAM PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,"88 GRAHAM STREET,AIRDRIE",AIRDRIE,LANARKSHIRE,ML6 6DB,20130216,,01236 768900,4
S61611,"DR DARROCH,PARTNERS",AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,,AIRDRIE,LANARKSHIRE,ML6 6DB,20140501,,01236 768900,4
S62011,MOSSEND SURGERY,494 MAIN STREET,,,BELLSHILL,LANARKSHIRE,ML4 1DQ,19741001,,01698 748421,4
S62031,BRUCE MEDICAL CENTRE,2 POLLOCK STREET,MOSSEND,,BELLSHILL,LANARKSHIRE,ML4 1QD,19820901,,01698 747666,4
S62045,DR CM MCKIBBIN,FULLWOOD CLINIC,120 STEVENSTON STREET,,MOTHERWELL,LANARKSHIRE,ML1 4LT,20040301,,01698 834488,4
S62050,JOHN STREET SURGERY,BELLSHILL COMMUNITY HEALTH CLINIC,GREENMOSS PLACE,,BELLSHILL,LANARKSHIRE,ML4 1PS,20040301,,01698 747195,4
S62115,DR KVK MENON,6 NEWARTHILL ROAD,NEWARTHILL,,MOTHERWELL,LANARKSHIRE,ML1 4DY,19771101,,01698 732501,4
S62120,DRS RAO/RAMAN,43-45 MAIN STREET,HOLYTOWN,,MOTHERWELL,LANARKSHIRE,ML1 4TH,19880606,,01698 732463,4
S62219,HIGH MILL MEDICAL PRACTICE,CARLUKE COMMUNITY HEALTH CENTRE,40 CHAPEL STREET,,CARLUKE,LANARKSHIRE,ML8 4BA,19750701,,01555 771012,4
S62223,ST LUKE'S MEDICAL PRACTICE,CARLUKE COMMUNITY HEALTH CENTRE,40 CHAPEL STREET,,CARLUKE,LANARKSHIRE,ML8 4BA,19840801,,01555 752150,4
S62238,THE LANARK DOCTORS,WOODSTOCK MEDICAL CENTRE,WOODSTOCK ROAD,,LANARK,LANARKSHIRE,ML11 7DH,19810101,,01555 665522,4
S62312,BIGGAR HEALTH CENTRE,SOUTH CROFT ROAD,,,BIGGAR,LANARKSHIRE,ML12 6BE,19781001,,01899 220383,4
S62331,CARSTAIRS SURGERY,SCHOOL HOUSE,CARSTAIRS,,LANARK,LANARKSHIRE,ML11 8QD,19730801,20140121,01555 870512,4
S62346,KINGSHILL MEDICAL PRACTICE,40 MANSE ROAD,FORTH,,LANARK,LANARKSHIRE,ML11 8AJ,19811101,,01555 811200,4
S62351,"DR L CHRISTIE,DR D HALL",CARNWATH HEALTH CENTRE,7 BIGGAR ROAD,CARNWATH,LANARK,LANARKSHIRE,ML11 8HJ,19901001,20140121,01555 840214,4
S62510,DOUGLASDALE MEDICAL PRACTICE,69 AYR ROAD,DOUGLAS,,LANARK,LANARKSHIRE,ML11 0PX,19711001,,01555 851226,4
S62596,"DR GD BROUGH,PARTNERS",30 LAUCHOPE STREET,CHAPELHALL,,AIRDRIE,LANARKSHIRE,ML6 8SR,19980801,,01236 762144,4
S62609,ORCHARD MEDICAL CENTRE,41 LADYWELL ROAD,,,MOTHERWELL,LANARKSHIRE,ML1 3JX,20010601,,01698 242700,4
S62613,DR M IDREES,45 THORNTON ROAD,KIRKMUIRHILL,,LANARK,LANARKSHIRE,ML11 9QE,19810126,,01555 894073,4
S62628,BLACKWOOD MEDICAL PRACTICE,125 CARLISLE ROAD,BLACKWOOD,KIRKMUIRHILL,LANARK,LANARKSHIRE,ML11 9SB,19860804,,01555 893961,4
S62632,THE GLEBE MEDICAL PRACTICE,ABBEYGREEN,LESMAHAGOW,,LANARK,LANARKSHIRE,ML11 0EG,19860402,,01555 892328,4
S62666,"DR KEH MCKAY,PARTNERS",WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19960501,,01698 361716,4
S62671,"DR CLARK,PARTNERS",WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19960501,,01698 372201,4
S62685,"DR TILLEY,PARTNERS",MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19960401,,01698 266688,4
S62690,"DR L BELL,PARTNERS",MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19960401,,01698 266525,4
S62702,"DRS KEENAN,FISHER",MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19940411,,01698 264164,4
S62717,"DR A M DUDDY,PARTNERS",GLENCAIRN MEDICAL PRACTICE,MODYRVALE MEDICAL CENTRE,TOLL STREET,MOTHERWELL,LANARKSHIRE,ML1 2PJ,19820701,,01698 265566,4
S62736,"DR BLAKE,PARTNERS",MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19790201,,01698 263288,4
S62789,THE FIRS MEDICAL PRACTICE,MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19920801,,01698 275567,4
S62793,"DR MCPHAIL,PARTNER",MOTHERWELL HEALTH CENTRE,138-144 WINDMILL STREET,,MOTHERWELL,LANARKSHIRE,ML1 1TB,19940411,,01698 265193,4
S62806,"DR NPM DEAR,PARTNERS",NEWMAINS HEALTH CENTRE,17 MANSE ROAD,NEWMAINS,WISHAW,LANARKSHIRE,ML2 9AX,19930109,,01698 384482,4
S62811,"DR AAW MAJUMDAR,PARTNERS",NEWMAINS HEALTH CENTRE,17 MANSE ROAD,NEWMAINS,WISHAW,LANARKSHIRE,ML2 9AX,19900401,,01698 381074,4
S62830,MANSE ROAD MEDICAL CENTRE,18 MANSE ROAD,NEWMAINS,,WISHAW,LANARKSHIRE,ML2 9AX,19800514,,01698 383296,4
S62844,FORESTBANK MEDICAL PARTNERSHIP,HARTHILL HEALTH CENTRE,24/26 VICTORIA STREET,HARTHILL,SHOTTS,LANARKSHIRE,ML7 5QE,19900401,,01501 751795,4
S62897,DR MI GEORGE,SHOTTS HEALTH CENTRE,36 STATION ROAD,,SHOTTS,LANARKSHIRE,ML7 4DS,19940101,,01501 821544,4
S62914,"DR CM MAULE,PARTNERS",WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19881001,,01698 357766,4
S62929,DR A CONNELLY,WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19841201,20120331,01698 356420,4
S62933,"DR A BELL,PARTNERS",WISHAW HEALTH CENTRE,KENILWORTH AVENUE,,WISHAW,LANARKSHIRE,ML2 7BQ,19740801,,01698 373341,4
